Sentence,Experience,Drug
"The damage that this drug has caused is worse than the 1 stage of DCIS cancer I had.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I am looking into more natural things I can do with eating better, exercising and taking vitamins if I need them.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"My dr. even said that 2% means cancer may not come back in that breast but can come back somerwhere else even if you are on the med.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"LATER CANCER GAME BACK.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"With the percentage  under 5% that I'll have a reoccurrence of cancer by continuing this drug for the next four and a half years it's not worth it.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I will try tamoxifen but if it also causes serious side effects that are debilitating I will discontinue all hormone blocking drugs and just take my chances it is what it isHide Full Comment","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I am a wreck and it's hard to cope with this drowsy, lethargic, jittery daily feeling, and now see where my hair thinning is attributable as well as weight gain ...","Negative Experience - No symptoms mentioned but negative words found",armimidex
"If I did not have to work, I think coping might be easier?","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I'm not sure, but sitting at my desk, almost falling asleep by mid day is terrible..","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I guess there is no alternative to this drug, but damn!!","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:Stage 1 breast cancer and 1 week of radiation.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I've never had a cholesterol problem.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:Just finishing 5 miserable years on this drug, for stage 1 estrogen receptor positive breast cancer, a tiny tumor.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Seems like overkill, trying to smash a fly with a sledgehammer.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I feel 20 years older than I am, like a shriveled up old lady.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"It's amazing how most doctors underestimate how awful this drug can be - my gynecologist implied I was being a big baby for complaining about it.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:firstly I cannot say anything yet about the effectiveness of the drug as I have only been on it for a short time, so I put what I hope it will be.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I was diagnosed in October 2014 with breast cancer had a lumpectomy and sentinel node removal.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I have had no side effects like the ones that most of you have had.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Apart from that I have no problems as yet with it.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"We will all survive this, you have to have hope ladies, and hopefully another drug can be found that will bring us all back to the health we had before the cancer.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Keep your chin up ladies and love life.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"After reading really bad reviews on this drug, I was reluctant to take it, but for ME, it has worked although I used to have really long hair and had to cut it because my hair thinned out so badly.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"ugh!Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:At Stage II Breast Cancer (one lymph node involved I had a lumpectomy in May 2012.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I also fall a sleep and within 20 minutes will awaken with a strong feeling of anxiousness.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"But I feel blessed that this drug has the opportunity to help me as the alternative scares the heck out of me.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I hate this pill, my breast cancer was stage 1, done went though menopause.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"The Neuropathy in my feet is worst, every thing is worst.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:I had a double mastectomy with 4 positive lymph nodes and was Her2 positive.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"My oncologist refused to accept that the arimidex was causing any side effects.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"After a complete battery of tests my cardiologist told my oncologist that there was nothing wrong with my heart.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"My oncologist prescribed aromisin, which has the same and worse side effects.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I have been off of arimidex for 3 weeks and finally feel like I am recovering from my chemotherapy, which actually ended in February (it is now October).","Positive Experience - No symptoms mentioned but positive words found",armimidex
"At age 65 I would like to live my life, and not merely exist.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"If the cancer comes back I will deal with it then.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"You need to decide which is more important to you - doing what your doctor says will help or having a better quality of life.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Also, there is no guarantee that the cancer will not recur just because one takes the drug.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:I was diagnosed with grade three invasive duct carcinoma with lymph nodes umors present and Paget`s carcinoma of the nipple in the left breast.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I get nauseated and the level of my depression scares me.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"My ophthalmologist says that my vision has worsened 68% since starting the medicine.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"My family says that I am totally despondent the majority of the time.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I guess due to lack of sleep.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I'm exhausted.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:As a fit 41 year old I have found Armidex terrible!!","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I have only been taking this medication fora a month and certainly need some encouragement to give it 10 years !!!!!","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:I had a low grade carcinoma and lumpectomy with two lymph nodes removed both of which were clear as well as the surrounding tissue of the small tumor.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I just looked at the side effects two days ago just to make sure I wasn't imagining that I could feel this miserable.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Taking one drug to mask the side effects of another just doesn't seem like a sound solution.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Unlike some other reviews I've read, I don't have the luxury of staying home and dealing with the side effects.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I wish you all well if you are prescribed this medication.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:Stage 1 Cancer.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Exhaustion was blamed on the radiation.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"My blood work indicates that my cholesterol is increasing.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I have always been extremely active, but this past 1 1/2 yrs has been miserable.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I hope other folks have better luck, but after reading reviews, I am so very grateful to know I am not crazy.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Good luck folks.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:I got dizzy, dr said to take med at night.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Helps, but wake up dizzy.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Nothing I can't stand if its helping me.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Have lost approximately a third of my hair in just a few months.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Over all it has been worth it.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I had a partial mastectomy and  weeks of radiation for stage I node negative ER positive HER2 negative breast cancer.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I would like to see  more accurate reporting/rates of s/e from this med in medical journals so doctors have a better understanding of how this drug affects our quality of life.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Now that I am off Arimidex, I wonder what to expect in terms of effects.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:Cancer of left breast, my choice double mastectomy .Chemo, radiation treatments for 6 weeks.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"My cancer was 9 mm.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I feel constantly  terrible!Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",armimidex
"At first everything was fine, but as time goes on my toes get number, my head sweats excessivly with the least amount of exertion (making the bed?)","Positive Experience - No symptoms mentioned but positive words found",armimidex
"or slight elevation of temperature and I'm getting more muscle aches.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Not ready to quit, but if things keep getting worse, I'll consider it.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:In November 2011 I was diagnosed with Stage 3 inflammatory breast cancer in my left breast.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I am 61 but I feel like 80.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I am exhausted all the time.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I have trouble going to sleep and staying asleep.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I never get a good night's sleep.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I feel better if I keep moving.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I get stiff when I stay in bed for more than a few hours.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I have tingling and numbness in my hands and feet.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I have trouble with descriptive words and I suffer from memory loss.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I try to stay positive.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I do whatever works and everyone just has to understand that I cannot do what I used to do.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:Took Arimidex after a small breast cancer tumor (stage 1) was found on a mammogram.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Had issues with tingling in my fingers.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Issues with vitamin D levels being too low.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"THEN, metastatic breast cancer developed.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Cancer spread to my lungs and liver after about 4 years of taking Arimidex.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"It didn't work.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:Well, when you consider the alternative...it works well, complete with all side effects.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I wish everyone good luck.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Make sure your care giver understands the problems with this drug.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:How do I know if it is effective or not?","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:I have taken the drug arimidex (now the generic version anastrazole) and have experienced many adverse side effects.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"The most problematic is lack of sleep and some weight gain (particularly in my gut area).","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Sometimes it is hard to get around as my joints seem unpredictable and my muscles taunt.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"It seems to unfair to survive the surgery and chemotherapy and then have this ongoing problem with really no tangible ways to cope.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Overall ok but will it ever improve?","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:Although I was so afraid to start this because of all of the reported side effects, I am glad to report that I have had basically no problems with SEs.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"When I mentioned to my doctor that everyone online reported terrible side effects, he  pointed out to me that usually the people that are doing ok rarely do the surveys and that is why it seems that the majority of the reviews are negative.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I have occasional stiffness but since I had it before taking Arimidex,  I have to attribute it more to aging.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"No side effects, i felt great BUT my gyn doctor found lots uterin fybroids (sp) and after surgery was told i had to be put on the last resort, arimedex.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I pray that we all get some relief soon.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Good luck everyone.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I had 1 lip-node taken out and it was negative.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I've been taking the med for 2 months and can say (at least for now) I've been satisfied.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:I took Arimidex for a year and it was the worst year of my life.So many side affects and i felt terrable all the time.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Would like an answer to this question.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"My fingers are stiff in the morning and swollen (I have taken my rings off).","Negative Experience - No symptoms mentioned but negative words found",armimidex
"While I am not enjoying the side-effects,  I realize that lobular breast cancer is one that recurs more frequently and I will be continuing the Arimidex because of that.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:Diagnosed with Stage 1 breast cancer in July 2011.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Sent to ongologist and I'll have to say he was the most arrogant doctor ever.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Tried for another month and the side effects got worse.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I have irratible bowel anyway and it has really messed me up.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"My gut hurts all day no matter what I eat.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I switched to another oncologist and she says the benefit far outweighs the side effects.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Been off the meds for 6 weeks and not much improvement yet.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Get on the web and get all  the horrible info.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Know a woman who took this and almost died from the holes it ate in her stomach and gut.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I'd rather have a few years of quality life than live like this.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"want to scare us into taking these meds and they're always pushing pills at us.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I was in good health until this happened.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Glad some of you are not suffering.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Hang in there girls!Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",armimidex
"this has been a very successful drug in my particular caseHide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Hard to tell if I have a serious virus or it is from my medication.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"My dexa scan is worse.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:I had less than stage 1 breast cancer.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"After one week I lost my will to live.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Dr. is recommending Tamoxofen but reviews are similar with side effects so I am going to heal with vitamins, exercise and diet.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"But after every test known to modern medicine, it appears to be the pill.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"OncoType DX test results showed I was at low risk of the cancer coming back.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I had reservations about Arimidex  because of the bone loss.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I started taking the generic form at the end of April 2011 and within two weeks started getting bad side effects.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Then I started to get tingling and numbness in my hand which went up my arm.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Anyway I know some are asking what happens when you stop taking it and I am happy to report that all the side effects have gone, although the appetite is taking a while to come back, but I feel better than I have in a very long time.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Good luck and bottom line.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:Diagnosed with Invasive Lobular Carcinoma III Jan 2010-chemo Feb to Jun 2010-double mastectomy Jul 2010-radiation therapy Sept to Oct 2010 - began taking Arimidex October 2010.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"July 2011 began gaining weight, difficulty falling and staying asleep additional side affects.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I see my oncologist the end of this month and will likely cease taking - difficult to weigh the risks of recurrence against quality of existence.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I had a mastectomy, with no chemotherapy or radiation treatment needed afterwards, for which I will always be grateful.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"My main problem with Arimidex is the constant struggle to remember names and events and loosing, my descriptive words at times, as I call it.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I find this very disturbing.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Also moving quickly from being very positive to feeling negative and almost paranoid.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I know that I did not have any of these problems before taking Arimidex.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"The memory thing however is my big worry.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Why does this pill cause this problem does anyone know?","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Anyway take care everyone and laugh much, it really works.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:After 2+ years the drug has done its job, but the side effects make me wonder if its worth it.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I feel like I am being De-Womanized...Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:I have had severe reactions to this drug.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I had a horrible time with my memory although I don't see memory loss as a side effect of this drug.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"It has been 4 weeks since I stopped the Arimidex - all symptoms have either stopped or lessened substantially.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Oh joy.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"So far the drug appears to be effective.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Unfortunately I am experiencing both side effects.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I am taking more vitimins now including more D and E but I have experieced an increase in bone loss (to the extent that I now have full on oesteoporosis in my spine) and am looking at other therapies for that.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I have fought weight gain since turning 50 but at 61 when I started the drug therapy I was able to manage that weight gain.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I can no longer due so and am very unhappy about that.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:wonder if this drug will cause chemo brain?Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"What will I be like after being on it for 5 years?","Positive Experience - No symptoms mentioned but positive words found",armimidex
"But I'm afraid to stop, will continue to suffer and take the pill.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Starting to seriously question whether the impact on my comfort outweighs the benefits which of course remain unprovenHide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Had breast cancer in 2007. had a lumpectomy and radiation every day for 7 weeks.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"A total of 6 triger fingers, 4 I had surgery to correct.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I have gained over 40#.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"He said if I did I would risk the return of cancer and the choice was mine to make.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I am so glad I am not the only one having these symtoms as I thought I was going nuts.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Would not give this to my worst enemy.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"If it does the job it will be well worth some of the side effects.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:I took this med following finish of breast cancer treatment for three years.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I had no adverse side effects.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Cancer returned at 62.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"So far, it seems to be helping.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"One important factor I think is that I didn't and still don't dwell on the cancer and I never stopped working or doing things due to the cancer.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I also choose to not give it any excessive attention.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I would appreciate any comments.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I found that the side effects were no worse than Tamoxefin.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Now I have found Healthwarehouse, an online pharmacy in Ohio highly rated by the better business bureau.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I am only 49 now but felt like 90.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Everything kind of toned down after a while and with Effexor was doing pretty good.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Well it is not.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I have had all the symptoms return and then some.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I am miserable and not that glad to be alive, because I don't have the energy to enjoy it.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I am going to switch to Tamoxifen and if that doesn't improve things then I am rolling the dice.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:so far i am 3 mths on arimidex for early breast cancer, i have bled once.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I checked the 5 stars for effectiveness because I am hoping and praying that this medicine is working.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I have been on the Arimidex for about 6 months and the side effects are no better than the Femara.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I am stiff and sore most of the time, had the weight gain, but the worst of the side effects for me is the memory loss.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I am thankful to have read everyone's responses though.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I have read all the reviews and feel sorry for the women who are suffering while taking this medication.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Have kept a positive attitude through all my tx's, just hope I can keep going.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Maybe this will help find a cure and our grandchildren will not have to worry about this awful disease.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Been a year now, I just hate it.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:They changed my script to generic I have to crush to take or it doesn't disolve in my body.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"My hair still doesn't seem like it wants to come back.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I'm also having brain issues which I guess is expected from the cancer treatments.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"i am 62, so far it has worked well really can't wait til i get the all clear sign.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I joined an exercise program and it helped my joints.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"The cost is the worst thing about Arimidex.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",armimidex
"I got a blood test for vitamin D levels and sure enough it was very low.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"After I talked with my oncologist and we decided to try a high dose of vitamin D. I took 2000 U a day for a few months, which cleared the symptoms and got my vit D blood levels up, now I am on 1000 U a day and doing great.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Thought I'd pass on my experience so somebody else can benefit from it.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"My cancer was caught very early and no spreading, no treatments advised except for Arimidex.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"The side-effects are unbearable at times.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"The worst being that I have become Nocturnal.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Thank God for heat pads.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Less not forget the drepressing also being in the top ten also.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"God Bless you all.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:As I'm typing this my hands and fingers hurt and are so stiff I can barely type.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Oncologist tried to pass it off as ""Oh, sounds like you have rheumatoid arthritis, I'm sending you to a Rheumatologist"", to which I replied, ""No, you're not, this is a side effect of Arimidex, it's chemical not phsiological"".","Positive Experience - No symptoms mentioned but positive words found",armimidex
"My history...age 50-diagnosed with invasive lobular carcinoma with bone mets, 1 lumpectomy, 3 lymph nodes removed, all cancerous.... one year later... mastectomy, 19 more lymph nodes removed-all cancerous, breast reconstruction with implant, 5 weeks of radiation.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"So.....for me, quality of life at this point is important.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I still work a full time job which is physically demanding, used to be very athletic, have gained 25 lbs.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"I liked the posting of the women who said she was 52 (my age) but felt 92!!!!","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Similar to other complaints, but otherwise I have no side effects and remain cancer-free.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Thanks for all the input, as it is very helpful.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Comment:I am an African American who has been on this medication for one year now and I feel great so far no side effects or discomfortsHide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"i would like to know if arimadex if chemo.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Hated the side effects.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"No other was as effective in inhibiting estrogen.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Here's my story:  I was diagnosed with stage 1 breast cancer (98% estrogen fed) in Alr 2015.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"So, I can honesty say, that's a big plus!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"WEIGHT CHANGES:  I became Vegan and did not loose any weight!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Which can be unbearable at times.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I  also have gain about 10 to 15  pounds since I have been taking this medicine.""","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"So far so good!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Just keeping everything crossed that the cancer stays away.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Good luck to all you fellow survivors and keep fighting the fight! ""","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"""I've been on this drug for nine miserable months now.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"This drug makes life not worth living.""","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"After experiencing stomach digestive issues I went off it in March 2014 until August, then back on and have been on it ever since.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"So almost 1 year straight, but another 5 months of it before that as well.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"My biggest complaint is feeling so wiped out by the end of the day.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I have also noticed a 5-10 pound weight gain.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I have found that the side effects of this drug are forcing me to live and eat cleaner to try and reduce them.""","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"""I have male breast cancer.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I do find it uncomfortable to only read about ladies issues, but understandable.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I have found that I feel depressed, and mood swings for sure.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Upset tummy is common, so try to keep hydrated.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I'm 59,  and lost my brother to it aged 39.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"A few joint aches but all in all not too many problems.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Considering the alternative, I don't have too many bad things to say about it.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Glad to be cancer free!!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Side effects are so bad that I'm having a hard time getting through life.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I think that if my Doctors were more realistic (honest) about the side effects it would be a little easier to deal with them.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Reading some of the statements here is helpful actually - I feel a little less alone.""","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Well the tears come now, and they feel cleansing and good.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Running hot is an understatement.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Skin and hair have taken a hit as the hips have improved.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Suspect no juice to connective tissues is the reason also arthritis has shown up in both knees.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
